# 	 CPU energy spent 	 GPU energy spent 	 MIC energy spent 	 Energy spent Iter 	 TOTAL energy spent 	 #tasks type 1 	 #tasks type 2 	 #tasks type 3 	 #tasks type 4 	 CPU type 1 cost 	 CPU type 2 cost 	 CPU type 3 cost 	 CPU type 4 cost 	 GPU type 1 cost 	 GPU type 2 cost 	 GPU type 3 cost 	 GPU type 4 cost 	 MIC type 1 cost 	 MIC type 2 cost 	 MIC type 3 cost 	 MIC type 4 cost 	 CPU selected type 	 GPU selected type 	 MIC selected type
1 	 16839.2 	 55275.1 	 113634 	 185748 	 185748 	 2572 	 3000 	 3000 	 3000 	 0.0396293 	 0.0331117 	 0.0494153 	 0.0522681 	 0.137389 	 0.112397 	 0.174952 	 0.183057 	 0.270888 	 0.221559 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
2 	 17366.8 	 57361 	 119295 	 194022 	 379771 	 2572 	 2572 	 3000 	 3000 	 0.0396293 	 0.0331117 	 0.0494153 	 0.0522681 	 0.137389 	 0.112397 	 0.174952 	 0.183057 	 0.270888 	 0.221559 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
3 	 20195.1 	 68903.1 	 137384 	 226482 	 606253 	 2572 	 2572 	 2572 	 3000 	 0.0396293 	 0.0331117 	 0.0494153 	 0.0522681 	 0.137389 	 0.112397 	 0.174952 	 0.183057 	 0.270888 	 0.221559 	 0.353822 	 0.359269 	 3 	 3 	 3 	 
4 	 12537.3 	 42527.9 	 87301 	 142366 	 748619 	 2572 	 2572 	 2572 	 2572 	 0.0396293 	 0.0331117 	 0.0494153 	 0.0522681 	 0.137389 	 0.112397 	 0.174952 	 0.183057 	 0.270888 	 0.221559 	 0.353822 	 0.359269 	 4 	 4 	 4 	 
5 	 17325.8 	 57999.2 	 114692 	 190017 	 938635 	 2572 	 2144 	 2572 	 2572 	 0.0396293 	 0.0331955 	 0.0494153 	 0.0522681 	 0.137389 	 0.112707 	 0.174952 	 0.183057 	 0.270888 	 0.22209 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
6 	 16539.4 	 54590.3 	 111427 	 182557 	 1.12119e+06 	 2572 	 1716 	 2572 	 2572 	 0.0396293 	 0.0333301 	 0.0494153 	 0.0522681 	 0.137389 	 0.112918 	 0.174952 	 0.183057 	 0.270888 	 0.223532 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
7 	 16212.8 	 55993.4 	 108996 	 181202 	 1.30239e+06 	 2572 	 1288 	 2572 	 2572 	 0.0396293 	 0.033424 	 0.0494153 	 0.0522681 	 0.137389 	 0.112194 	 0.174952 	 0.183057 	 0.270888 	 0.223652 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
8 	 16521.4 	 57903.2 	 99704.3 	 174129 	 1.47652e+06 	 2572 	 860 	 2572 	 2572 	 0.0396293 	 0.0335744 	 0.0494153 	 0.0522681 	 0.137389 	 0.111837 	 0.174952 	 0.183057 	 0.270888 	 0.224968 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
9 	 16174 	 51243.8 	 109852 	 177270 	 1.65379e+06 	 2572 	 432 	 2572 	 2572 	 0.0396293 	 0.0335433 	 0.0494153 	 0.0522681 	 0.137389 	 0.112047 	 0.174952 	 0.183057 	 0.270888 	 0.225008 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
10 	 16981.1 	 58568.9 	 118845 	 194395 	 1.84819e+06 	 2572 	 0 	 2572 	 2572 	 0.0396293 	 0.0335568 	 0.0494153 	 0.0522681 	 0.137389 	 0.110988 	 0.174952 	 0.183057 	 0.270888 	 0.223587 	 0.353822 	 0.359269 	 2 	 2 	 2 	 
11 	 17057.2 	 52866.6 	 120541 	 190465 	 2.03865e+06 	 2140 	 0 	 2572 	 2572 	 0.0400952 	 0.0335568 	 0.0494153 	 0.0522681 	 0.137561 	 0.110988 	 0.174952 	 0.183057 	 0.268135 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
12 	 17430.9 	 52622 	 114607 	 184660 	 2.22331e+06 	 1708 	 0 	 2572 	 2572 	 0.0401485 	 0.0335568 	 0.0494153 	 0.0522681 	 0.136494 	 0.110988 	 0.174952 	 0.183057 	 0.269486 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
13 	 18087.9 	 56051.5 	 110646 	 184786 	 2.4081e+06 	 1276 	 0 	 2572 	 2572 	 0.0395085 	 0.0335568 	 0.0494153 	 0.0522681 	 0.134638 	 0.110988 	 0.174952 	 0.183057 	 0.273185 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
14 	 17907.5 	 55234 	 117225 	 190366 	 2.59847e+06 	 844 	 0 	 2572 	 2572 	 0.039773 	 0.0335568 	 0.0494153 	 0.0522681 	 0.134595 	 0.110988 	 0.174952 	 0.183057 	 0.271417 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
15 	 18150.5 	 52567.5 	 112015 	 182733 	 2.7812e+06 	 412 	 0 	 2572 	 2572 	 0.0395092 	 0.0335568 	 0.0494153 	 0.0522681 	 0.135949 	 0.110988 	 0.174952 	 0.183057 	 0.271829 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
16 	 17863.3 	 54634.1 	 97606.2 	 170104 	 2.9513e+06 	 0 	 0 	 2572 	 2572 	 0.039756 	 0.0335568 	 0.0494153 	 0.0522681 	 0.135759 	 0.110988 	 0.174952 	 0.183057 	 0.272271 	 0.223587 	 0.353822 	 0.359269 	 1 	 1 	 1 	 
17 	 21277.8 	 65495.9 	 135235 	 222008 	 3.17331e+06 	 0 	 0 	 2140 	 2572 	 0.039756 	 0.0335568 	 0.0496307 	 0.0522681 	 0.135759 	 0.110988 	 0.174905 	 0.183057 	 0.272271 	 0.223587 	 0.359948 	 0.359269 	 3 	 3 	 3 	 
18 	 21664.3 	 64914 	 142494 	 229072 	 3.40238e+06 	 0 	 0 	 1708 	 2572 	 0.039756 	 0.0335568 	 0.0502514 	 0.0522681 	 0.135759 	 0.110988 	 0.177427 	 0.183057 	 0.272271 	 0.223587 	 0.352261 	 0.359269 	 3 	 3 	 3 	 
19 	 21653.1 	 65519.4 	 144495 	 231667 	 3.63405e+06 	 0 	 0 	 1276 	 2572 	 0.039756 	 0.0335568 	 0.0507196 	 0.0522681 	 0.135759 	 0.110988 	 0.17645 	 0.183057 	 0.272271 	 0.223587 	 0.351694 	 0.359269 	 3 	 3 	 3 	 
20 	 21012.6 	 67387.7 	 138266 	 226666 	 3.86072e+06 	 0 	 0 	 844 	 2572 	 0.039756 	 0.0335568 	 0.0513664 	 0.0522681 	 0.135759 	 0.110988 	 0.174931 	 0.183057 	 0.272271 	 0.223587 	 0.34784 	 0.359269 	 3 	 3 	 3 	 
21 	 21233 	 65499.6 	 139380 	 226112 	 4.08683e+06 	 0 	 0 	 412 	 2572 	 0.039756 	 0.0335568 	 0.0513677 	 0.0522681 	 0.135759 	 0.110988 	 0.174463 	 0.183057 	 0.272271 	 0.223587 	 0.345792 	 0.359269 	 3 	 3 	 3 	 
22 	 21417.1 	 67540.8 	 119628 	 208586 	 4.29541e+06 	 0 	 0 	 0 	 2572 	 0.039756 	 0.0335568 	 0.0508176 	 0.0522681 	 0.135759 	 0.110988 	 0.171436 	 0.183057 	 0.272271 	 0.223587 	 0.351308 	 0.359269 	 3 	 3 	 3 	 
23 	 12474.4 	 44871.2 	 86494.2 	 143840 	 4.43925e+06 	 0 	 0 	 0 	 2144 	 0.039756 	 0.0335568 	 0.0508176 	 0.0506297 	 0.135759 	 0.110988 	 0.171436 	 0.180767 	 0.272271 	 0.223587 	 0.351308 	 0.361566 	 4 	 4 	 4 	 
